,Course Name,Reviewer Name,Date of Review,Review Content,Rating Star
876,Population Health: Predictive Analytics by Universiteit Leiden,Dwayne R T,"Feb 8, 2021",The course was quite detailed; it covered a wide range of topics within the shortest possible time-span. The instructors provided a surplus of study and practice material and suggestions. Thoroughly enjoyed the content as it is quite relevant to my current work as a PhD student.,5
877,Population Health: Predictive Analytics by Universiteit Leiden,PC,"Sep 14, 2020",Provide lots of useful tips for practical deployment of predictive analytics and also some brief theoretical background. A very well presented course. ,5
878,Population Health: Predictive Analytics by Universiteit Leiden,Thomas S,"Jan 5, 2021",Helpful course for the ones wanting to discover and understand how predictive analytics can help you in approaching health-related issues.,5
879,Population Health: Predictive Analytics by Universiteit Leiden,Willem G,"Oct 27, 2020","Truly one of few MOOCS that is challenging, providing useful knowledge and instruction.",5
880,Population Health: Predictive Analytics by Universiteit Leiden,Hideaki M,"Feb 12, 2021",A great overview of predictive analytics applied to clinical settings. ,5
881,Population Health: Predictive Analytics by Universiteit Leiden,Fadi G,"Jan 7, 2021",Very Challenging and instructive enjoyed it thank you,5
882,Population Health: Predictive Analytics by Universiteit Leiden,Meslian M,"Sep 25, 2023",SUPER,5
883,Population Health: Predictive Analytics by Universiteit Leiden,Phil Y,"Jan 2, 2022",There is a Lot of concepts! It needs more hand-on practice and more indept discussion. I think the class should be extended for 2-3 more weeks to better enhance students' skills and understanding of the complex topics. ,3
884,Population Health: Predictive Analytics by Universiteit Leiden,Melissa M,"Jan 25, 2022","Although it is called Population Health, the content is geared towards clinical professionals or academics.",3
885,Serverless Data Processing with Dataflow: Operations by Google Cloud,Marcos,"Dec 4, 2021",A lot labs with problem and the responsable for support (QWIKLABS) doesn't help.,1
886,Serverless Data Processing with Dataflow: Operations by Google Cloud,RLee,"Aug 5, 2022","Labs are keeping up-to-date, but are lacking overall theoretical summary to teach symmatically how each code could work. Still a very typical problem of courses offered by Google Cloud.",5
887,Serverless Data Processing with Dataflow: Operations by Google Cloud,Raul S T,"Oct 22, 2023",Good intermediate course covering the big picture about how to develop data platforms using GCP and Dataflow.,5
888,Serverless Data Processing with Dataflow: Operations by Google Cloud,Ercim C,"Nov 16, 2023","In-depth, Practical learning through labs.",5
889,Serverless Data Processing with Dataflow: Operations by Google Cloud,Philipp M,"Dec 7, 2021",Some of the labs were buggy but suppurt not really willing to help.,3
890,Serverless Data Processing with Dataflow: Operations by Google Cloud,Adolfo C Y,"Dec 14, 2022",There are many errors in the labs,3
891,Serverless Data Processing with Dataflow: Operations by Google Cloud,Ted K L L,"Mar 25, 2022","* Some instruction of lab is not clear or insufficient to complete.  
* The speaking of instructors is also not clear.  Even the transcript is also incorrect (maybe speechToText).  Difficult to follow.",2
892,Serverless Data Processing with Dataflow: Operations by Google Cloud,Jesús M G O,"Oct 11, 2022",He tenido que repetir varios Labs porque no detectaban los últimos checks,2
893,"Bayesian Statistics: Capstone Project by University of California, Santa Cruz",Edmond G A,"Sep 29, 2023",The contents on the third week  and quizzez are wrong,1
894,Data Analysis in R with RStudio & Tidyverse by Codio,Maha L A G,"Jan 25, 2022","If you going to take a Biostatistics course, add this course to the list, it is extremely helpful.",5
895,Data Analysis in R with RStudio & Tidyverse by Codio,Djamongue M,"Jan 28, 2022",great for beginners ,5
896,Data Analysis in R with RStudio & Tidyverse by Codio,Camille N,"Sep 12, 2021",Good Course,5
897,Data Analysis in R with RStudio & Tidyverse by Codio,Maximilien M,"Nov 21, 2022",A mediocre powerpoint. Very basic level stuff. I was expecting a little more. ,3
898,Data Analysis in R with RStudio & Tidyverse by Codio,Thomas H,"Apr 5, 2022","Codio is a garbage interface. At first I was impressed, but then I got to the multi-task exercises. The instructions are unclear regardeding what they want you to do. My code is 100% correct. I know this because I am running it in RStudio on my pc and comparing results to what they want. It is the user interface that sucks. What a waste of time. Another strike against Coursera. 
The ONLY Coursera class I have found to be high quality is Python for Everybody with Dr. Charles Severance.",1
899,Data Analysis in R with RStudio & Tidyverse by Codio,Simona M,"Jan 31, 2022","Many bugs, the exercises weren't clear enough.",1
900,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Michael D,"Jul 26, 2016","The capstone project and corresponding course work is amazing. The project is framed as a business analysis problem with you acting as the analyst. You are tasked with exploring the company's database to extract the relevant information, construct a predictive model in Excel, visualize the results in Tableau, and deliver a persuasive presentation for your expert recommendation. This project actually utilizes skills learned throughout the specialization with an actual application of knowledge. Duke doesn't leave you stranded though. The course offers quizzes along the way to ensure that you have the correct values to arrive at the correct assumptions at each step so you know you can accomplish this task. I highly recommend this project and thank the University for this learning opportunity.",5
901,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Michael N,"Aug 31, 2017",I highly recommend this as a data analysis course. Other MOOCs in data analysis satisfy themselves with teaching you to swim with wings in the paddle pool. Here you graduate with stormy seas swimming skills that will help you in the real world. Very challenging but very worthwhile. ,5
902,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Connor W,"Sep 17, 2017","The workload of this course is not very high. This course also expands slightly on Tableau skills from the previous course on Tableau. One of the first few weeks also involve extracting data using SQL, so this was new experience. My overall opinion is that this course really spoon-feed quite a bit, so that during the peer review you can see almost everyone comes with almost identical proposal. As of now it seems there is still a healthy number of students who take this module (which is really important for any peer-reviewed course). Finally kudos to the team and Coursera for making this course free for anyone who have completed the other courses in this specialization.",4
903,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Alexander K B,"Jan 29, 2021","I really enjoyed this class. The instructors do a great job of taking you through a real data analytics project from start to finish, closely mimicking a real business scenario. I found the assignments to be challenging, requiring class-mates to work together and collaborate on the discussion boards. I feel very prepared for a data analytics position after completing this specialization. I'm giving 5 stars, but it is rounded up from 4.5 The reason for that is because I feel like there should be more room for creativity in the capstone project. The instructors do allow for the students to come up with their own analysis however, there are many required components of the final project which leave little room for creativity.",5
904,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Linda A L,"Mar 24, 2020","SKILLS USED: Data Analysis, Business Analysis, Business Analytics, Business Process, Binary Classification, Microsoft Excel, Linear Regression, Tableau Software, Data Visualization (DataViz), Visualization (Computer Graphics), MySQL, Teradata, SQL",5
905,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Gary T,"Jul 23, 2019","This course will change you life. I will want to quit, but don't. It is not easy, but it is not supposed to be.  Thanks to Duke University, Course and the Professors and all involved.",5
906,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Edward J,"Dec 7, 2020","Really, really, really enjoyed this project. I am sad for it to end but I have learnt so much over this specialisation. Thank you to both instructors.",5
907,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Megan C,"Nov 1, 2018",A great way to put the learning into practice. Strongly encourage anyone who started this specialisation course to complete the Capstone project.,5
908,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Mikhail P,"Jul 11, 2018",Great project to show the skills you learned!,5
909,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Nicholas A P,"Aug 22, 2018",It was great and I learned a lot. This is making me want to go back to grad school to get my MBA in Finance and a Masters in Business Analytics. :) The only thing I think could be improved is to be more clear on the instructions in certain areas and let students do the analysis part. ,4
910,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,francesco n,"Sep 22, 2019","Very interesting.
The final capstone you have the possibility to use the skills learned in the previous course.
The business case is appealing and is based on a real scenario.
The implementation is creative adn the professore guide you in a impressive analisys and presentation.
Thank you to the Professor gret job!",5
911,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Javier C,"Oct 20, 2016","Simply awesome, it did not only helped me to develop the required skills, but gave me the security to try greater. Astounding method, totally recommended specialization",5
912,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Seshadri G,"Sep 21, 2017",This course would help you consolidate all the learnings from the previous modules and apply them in a realistic situation.,5
913,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Julie K,"Aug 21, 2020","If you have come this far, I would recommend giving it a go! You will be so glad you did    ",5
914,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,grzegorz k,"Jul 26, 2016","Fantastic course, very well prepared. Thank you !!!",5
915,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Marco B,"Aug 12, 2022","Final project where you have the possibility to apply in a business case your learnings from the previous courses. At the same time, you are guided through different steps to avoid getting stuck or lost.
The project also goes deeper in the use of Tableau, so you will learn something new, which was not covered in the course.
Also the structure of the final project assignment is very good, with a dashboard to be realized in Tableau, a guided white paper and a recorded PowerPoint presentation.
Finally, it is offered for free after you complete the previuos four courses.",5
916,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Paul J H L,"Oct 20, 2016","Absolutely fantastic course and specialization. It was hard work with some very late nights but the best things don't come easily. I wish to thank Dr Egger and Dr Schaich Borg for their energy, enthusiasm and time to make this course so good - and to making it accessible at such a reasonable cost to us in Africa.  The dancing videos were a scream and I finally ""get"" the unicorn thing. One of the most profound learning experiences I've ever had.",5
917,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,PRAVIR S,"Sep 20, 2020","Amazing capstone project. Overall this specialization is very rewarding to pursue. Jana as a faculty for SQL and Tableau is simply amazing. Daniel is bit boring since he just reads his screen and teaches, which makes his part of the courses very difficult to complete. ",5
918,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Charles A,"May 6, 2020",This was an exceptional course and enjoyed every minute of it! The material was easy to follow and the quiz were challenging enough to keep me engaged. It took me about a year from start to finish but I'm so glad I did it and I would highly recommend it to anyone!,5
919,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Ee-lin C,"Jan 23, 2018",This was a great course. Enabled you to apply what you have learned from previous courses in order to complete your project. Highly recommended if you would like to deepen your skills in data analytics. ,5
920,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Lingwei H,"Mar 27, 2017",Wonderful course! The final project is so interesting! I could also communicate with my peers and learn from their work. ,5
921,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Ken W,"Mar 28, 2017",Great capstone course that successfully integrates all the concepts learning in the previous courses.,5
922,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Ge W,"Aug 6, 2017",It really help me summarise the critical point I learned through out the course.,5
923,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Francisco D,"Aug 9, 2016",Excelente curso para aplicar as ferramentas vistas nos cursos anteriores.,5
924,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,D. C,"Jul 31, 2017",You will be proud of yourself when you complete this Capstone !,5
925,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Mohammed T C,"May 30, 2020",  It was a excellent course with lots of learning. Thank you  ,5
926,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,David A R B,"Aug 16, 2017","Awesome course, the business case, realy cool",5
927,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Virgil B,"Jan 22, 2019","This was a good Capstone, learned so much.",5
928,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Rochelle A,"Jun 28, 2017",A great learning experience,5
929,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Edgar M A F,"Oct 15, 2019",That was so challenging,5
930,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Yunyun G,"Oct 12, 2016",It's very worth taking.,5
931,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,kate l,"Mar 20, 2016",Excellent course :),5
932,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Nattaya N,"Aug 31, 2022",good explanation,5
933,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Wildson B B L,"Oct 16, 2020",Great course!,5
934,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Hongyi Y,"Apr 13, 2018",Excellent!,5
935,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Majid A,"Mar 19, 2016",Amazing!!!,5
936,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Sabrina R,"Aug 24, 2018",Excellent ,5
937,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Vaibhav s c,"Sep 26, 2020",excel,5
938,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Kuljeet K,"Mar 2, 2017",Good,5
939,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Merve,"Jan 25, 2021","You can practice enough with each course's own quizzes and the capstone project at the end of the series. Thank you to both instructors, Daniel and Jana.. Totally recommended specialization !",4
940,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Andrés A S N,"Apr 14, 2021","A really good way to summed it up all, but unfortunately there is not much interaction with teaching assitants, and you barely get your work reviewed.",4
941,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,David L,"Mar 28, 2017","It would have been nice to use more complex data analysis, as used in the second course of this specialization, in order to build the final model.",4
942,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Camilo E S C,"May 18, 2020",I really like this course but it could be better if at the end the instructors show us their models ,4
943,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Preethi,"Jul 21, 2021",Capstone project really helped me to execute my skills.,4
944,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Mathilde S,"Jan 3, 2021","Honestly, too much help was given for the maths part. Some of the tableau parts did NOT work out with the instructions but needed instructions outside the material.",3
945,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Stewart A,"Jul 25, 2016","Previous courses in this series was better. This iteration is very ""paint-by-numbers"", much of the material, conclusions, format, is already prepared in advance.",3
946,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Tom F,"Jan 16, 2021","This final course in the series was terrible. The instructors do not clearly explain what needs to be done each week to achieve success. Directions are very unclear. I've completed the first four of the five classes, and now cannot complete the specialization as I cannot produce correct Tableau results due to unclear instructions/teachings here. ",1
947,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Lei Z,"Dec 30, 2016",poor design on presentation assignment,1
948,Increasing Real Estate Management Profits: Harnessing Data Analytics by Duke University,Luis A G G,"Jan 29, 2023",mal,1
949,Human Decision Making and its Biases by Fractal Analytics,Rajeev B,"Feb 23, 2024","This course is an enlightening exploration into the biases impacting human decisions, requiring no prior experience and suitable for busy schedules with 1-4 hours weekly commitment. It covers crucial topics through engaging content and practical case studies like ""12 Angry Men,"" focusing on overcoming biases in decision-making. The course emphasizes the synergy between humans and AI to enhance decision-making capabilities, offering valuable insights into the nature of human biases and decision-making processes. Having completed it, I found it transformative, equipping me with frameworks for effective decision-making applicable both professionally and personally. I highly recommend this beginner-friendly course to anyone interested in improving their decision-making skills and understanding cognitive biases.",5
950,Human Decision Making and its Biases by Fractal Analytics,vivek n,"Dec 12, 2023","Just wrapped up the Human Decision Making and its Biases course on Coursera. Loved it overall, Starting with Odysseus and the Sirens was a brilliant move. The Challenger case study and the 12 Angry Men movie were brilliant additions to understand human biases. The characters in the case studies really made me reflect on my own biases. That moment of realization hit hard when you pointed out how often we confuse facts and biases.

Focus on processes over results throughout the course reminded me of the way MS Dhoni operates.",5
951,Human Decision Making and its Biases by Fractal Analytics,Pavankumar R,"Mar 20, 2024","One of the course's highlights is its emphasis on collaboration between humans and AI. It provides a compelling narrative on how leveraging AI can mitigate biases and enhance decision-making capabilities. In summary, this course offers a profound exploration into the intricacies of human decision-making.",5
952,Human Decision Making and its Biases by Fractal Analytics,Manthan N,"May 6, 2024","This course was really helpful. It's been a real eye-opener and has already made a positive impact on how I approach decision-making. Thanks for making this available!  I've really enjoyed the ""Human Decision Making and its Biases"" course on Coursera.",5
953,Human Decision Making and its Biases by Fractal Analytics,Mohit S,"Feb 20, 2024",The way this course has been designed and structured is commendable. The teaching through storytelling is the best way and the way Srikanth has taught this course had made it much more engaging. I now consider Srikanth as my idol.,5
954,Human Decision Making and its Biases by Fractal Analytics,Udit M,"Feb 23, 2024","This course is highly recommended if you're interested in learning about the limitations and biases of the human brain, how to overcome them, and how to critically analyse data while making decisions.",5
955,Human Decision Making and its Biases by Fractal Analytics,Partha G,"Jan 6, 2024",Wonderfully translated the common practices and thought processes with examples. Easy to follow and replicate in our daily decision making and feel the difference. Thank you!,5
956,Human Decision Making and its Biases by Fractal Analytics,Prateek D,"Mar 26, 2024",A very interesting course on how various factors affect our decision-making process. It helps take better and informed decisions.,5
957,Human Decision Making and its Biases by Fractal Analytics,Rasesh D S,"Dec 7, 2023",Great way in which the course is taught. A story telling way of teaching makes the learning experience great and simple.,5
958,Human Decision Making and its Biases by Fractal Analytics,Sakshi S,"Feb 25, 2024",It was the most fun yet most insightful course I have ever taken.,5
959,Human Decision Making and its Biases by Fractal Analytics,afc i,"May 7, 2024",Absolutely fantastic learning experience!,5
960,Human Decision Making and its Biases by Fractal Analytics,Laxman G,"Oct 31, 2023",Illuminating case studies.,5
961,Human Decision Making and its Biases by Fractal Analytics,Somnath B,"Mar 20, 2024",5star course,5
962,Human Decision Making and its Biases by Fractal Analytics,Arnab R,"Nov 6, 2023",Excellent case studies. Some of the videos are too long but worth the watch. Some additional practice quizzes could have helped. Frameworks and some downloadables would have been helpful. Practice quiz and graded quiz incorrect option feedback missing.  ,3
963,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Agnieszka W,"May 1, 2021","I really cannot believe that it is possible to present such relevant an interesting content in such an uninspiring, boring, monotonous way. Basically talking heads reading the pre-written text - without any visual clues. From the perspective of learning methodology - it's a total disaster. The reason that there are two stars here is that the content is actually interesting and relevant you just need not to fall asleep during the lectures",2
964,Promote the Ethical Use of Data-Driven Technologies by CertNexus,eduardo v,"Mar 1, 2021","There is nothing in this curse that would help you to get better in AI ethics that a good book will not add. Furthermore, the presenters just speak structured text and do not show any slides that help the learners at all. The sound its horrible after week 3.",1
965,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Tessa D,"Sep 30, 2022",The professional content is excellent but the peer review process seems to consist of nonsense submissions with reviewers giving the maximum scores irrespective of the content. I spent a really long time on my articles and would have valued more critical engagement.,4
966,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Mónica V,"Sep 30, 2022",Good summary and mix of content. The peer articles review are not good to review the majority of them are fake files. ,4
967,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Siarhei,"Jan 3, 2023","A bit boring course where lecturers just speak in the camera.
There is also a problem with students - bad actors, that verify each other on peer-review steps (see discussions forums).",3
968,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Mai Q V (,"Sep 27, 2023","too long, more terrible than India tutorial",1
969,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Darya D,"Feb 11, 2022","Equips you with the knowledge you can use straight away. From the overview of the emerging tech (get to grips with it in minutes!) to complex legal and philopophical terms, all whilst highlighting the ethics and the value. Great course!",5
970,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Aarks M,"May 5, 2023","Well-organized course content,the way data-driven technologies were consolidated with minimum required information with emphasis on ethics is really helpful for organizations focused on AI transformation",5
971,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Ashley M,"Apr 6, 2021","The course helped me validate the work I had already accomplished in AI Governance, Algorithmic Impact Assessment, and AI Ethic Principles and Procurement.",5
972,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Cheri D,"Dec 16, 2023",Everything about this course was wonderful.  I was able to quickly understand the concepts and principles because of each facilitator/teacher.,5
973,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Aishwarya J,"Nov 17, 2020",Great content and the assignment was very helpful in applying the concepts learned. Thank you for putting together this course. ,5
974,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Bapiraju J,"May 11, 2024","I understand there a lot useful information around ethical AI, thanks for the course and instructors.",5
975,Promote the Ethical Use of Data-Driven Technologies by CertNexus,DEBORAH A,"Nov 13, 2020",very informative on artificial intelligence. i enjoyed the classes,5
976,Promote the Ethical Use of Data-Driven Technologies by CertNexus,AnhNTHE141766,"Nov 24, 2022",I have learned a lot of good things about the subject.,5
977,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Saroj M,"May 27, 2023",Best online course for data driven technology.,5
978,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Trần T N L,"Jan 17, 2022",Greatest course ever. It helps me a lot,5
979,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Winston A W,"Dec 30, 2020","Excellent, thank you.",5
980,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Deleted A,"Jan 18, 2023",very useful for me!,5
981,Promote the Ethical Use of Data-Driven Technologies by CertNexus,VinhNQHE141143,"Jun 28, 2021",very useful for me,5
982,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Le T L,"May 30, 2022",The good cour,5
983,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Preddi M p,"Jan 7, 2023",good materi,5
984,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Pham T D H K,"May 23, 2023",That great,5
985,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Ajantha K,"Sep 10, 2022",Excellent.,5
986,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Do Q M,"May 18, 2021",it is good,5
987,Promote the Ethical Use of Data-Driven Technologies by CertNexus,LE V H,"Jan 26, 2022",useful!!!,5
988,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Tran T T,"May 21, 2021",Very good,5
989,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Ricardo A,"Nov 11, 2020",Excellent,5
990,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Tran Q T (,"Jan 15, 2023",okkiokki,5
991,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Le N H D (,"Jul 23, 2023",helpful,5
992,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Nguyen Q H,"Feb 8, 2022",Cool :P,5
993,Promote the Ethical Use of Data-Driven Technologies by CertNexus,QuyTMHE130415,"May 23, 2021",goood,5
994,Promote the Ethical Use of Data-Driven Technologies by CertNexus,LamBQHE172445,"Jan 23, 2024",good,5
995,Promote the Ethical Use of Data-Driven Technologies by CertNexus,NhatNMHE171057,"Sep 29, 2023",okok,5
996,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Nguyen V P,"Nov 23, 2022",Good,5
997,Promote the Ethical Use of Data-Driven Technologies by CertNexus,kienptde140295,"Nov 8, 2022",goof,5
998,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Bui Q D,"Mar 12, 2022",good,5
999,Promote the Ethical Use of Data-Driven Technologies by CertNexus,TanDTHE130485,"Jun 26, 2021",good,5
1000,Promote the Ethical Use of Data-Driven Technologies by CertNexus,ThaoQSHE130760,"Jun 20, 2021",good,5
1001,Promote the Ethical Use of Data-Driven Technologies by CertNexus,DucKMHE130998,"May 28, 2021",nice,5
1002,Promote the Ethical Use of Data-Driven Technologies by CertNexus,GiangTVHE130344,"May 17, 2021",good,5
1003,Promote the Ethical Use of Data-Driven Technologies by CertNexus,DanhTCSE172671,"May 18, 2023",ok,5
1004,Promote the Ethical Use of Data-Driven Technologies by CertNexus,HaoCGSE140512,"Jun 26, 2022",ok,5
1005,Promote the Ethical Use of Data-Driven Technologies by CertNexus,La N T,"Jan 21, 2022",GG,5
1006,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Le T V,"May 18, 2021",ok,5
1007,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Amy W,"Mar 29, 2023","a good introduction to principles and theory of understanding ethicAl frameworks for use of data and technology
 ",4
1008,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Nguyen T T ( H,"Jan 21, 2022",pretty useful,4
1009,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Mylo E,"Aug 3, 2022","the course material was interesting and quizes pointed out important things to remember, however, im giving 3 stars because I dont like the way the final assignment is done. Its hard to ensure students will get the feedback they need with only peer reviews ",3
1010,Promote the Ethical Use of Data-Driven Technologies by CertNexus,Arianna S,"Feb 2, 2022",Slightly interesting. ,2
1011,Turn Ethical Frameworks into Actionable Steps by CertNexus,Agnieszka W,"May 1, 2021","The same issue as with the previous course within this professional certification. You really need to work on the preparation and concept for this course. Absolute failure in learning psychology. I'm just struggling through these uninspiring, boring, monotonous videos as I'd like to acquire the certificate. Totally interesting topics but the way the teachers are presenting it makes me fall asleep after two sentences. Basically talking heads reading the pre-written text - without any visual clues, seeming to be bored themselves. The reason that there are two stars here is that the content is actually interesting and relevant you just need not to fall asleep during the lectures",2
1012,Turn Ethical Frameworks into Actionable Steps by CertNexus,Aarks M,"May 5, 2023","Excellent course material.This is the first course in AI ethical frameworks with concise and specific,consolidated with appropriate real-time examples for various industres.Thank you!",5
1013,Turn Ethical Frameworks into Actionable Steps by CertNexus,Aishwarya J,"Nov 21, 2020","Amazing instructor, great content, and the assignments are very helpful in applying the concepts. Thank you for this course!",5
1014,Turn Ethical Frameworks into Actionable Steps by CertNexus,Naveen G B,"May 18, 2023",absolutely fantastic course covering all the ethical frameworks and regulations  and scenarios,5
1015,Turn Ethical Frameworks into Actionable Steps by CertNexus,GiangTVHE130344,"May 17, 2021",Coursera is very good. Helpful for me have a lot of knowlegde. Thank coursera,5
1016,Turn Ethical Frameworks into Actionable Steps by CertNexus,Nguyễn V Đ,"Sep 25, 2021","Wao, this course provide information useful for me thank ",5
1017,Turn Ethical Frameworks into Actionable Steps by CertNexus,KAMA R,"Jan 23, 2023",excellent,5
1018,Turn Ethical Frameworks into Actionable Steps by CertNexus,Hồ T T G,"Dec 2, 2022",zscscd,5
1019,Turn Ethical Frameworks into Actionable Steps by CertNexus,VinhNQHE141143,"Jun 30, 2021",useful,5
1020,Turn Ethical Frameworks into Actionable Steps by CertNexus,HoanNKHE130324,"Oct 8, 2021",good!,5
1021,Turn Ethical Frameworks into Actionable Steps by CertNexus,Huynh G B ( H,"Jan 26, 2024",nice,5
1022,Turn Ethical Frameworks into Actionable Steps by CertNexus,Phạm V T,"Feb 5, 2022",good,5
1023,Turn Ethical Frameworks into Actionable Steps by CertNexus,TanDTHE130485,"Jun 26, 2021",good,5
1024,Turn Ethical Frameworks into Actionable Steps by CertNexus,Le M V ( H,"Jun 6, 2022",ok,5
1025,Turn Ethical Frameworks into Actionable Steps by CertNexus,Phan M H,"Jun 6, 2021",ok,5
1026,Turn Ethical Frameworks into Actionable Steps by CertNexus,Le T V,"May 19, 2021",Ok,5
1027,Turn Ethical Frameworks into Actionable Steps by CertNexus,Mónica V,"Feb 9, 2023","Documentation was pretty good, but the practical part I have received many documents to review which are empty or do not have content. 
Who can I ask when I have question about the ""logistics"" of the course? 
Thanks! ",3
1028,Turn Ethical Frameworks into Actionable Steps by CertNexus,DIDDE P K,"Sep 14, 2023","I need to change my name in the certificate, please help me",2
1029,Data Storytelling by Fractal Analytics,Pascal U E,"Jan 19, 2024","Great course well presented, thank you fractal !",5
1030,Data Storytelling by Fractal Analytics,Somnath B,"Mar 20, 2024",5 star course,5
1031,Data Storytelling by Fractal Analytics,KANJAR D,"Feb 1, 2024",Case is informative but quality control issues in grader,4
1032,ChatGPT Prompt Engineering for Developers by DeepLearning.AI,Harendra K D,"Nov 9, 2023",I am not getting certificate,2
1033,ChatGPT Prompt Engineering for Developers by DeepLearning.AI,Rakesh S,"Nov 28, 2023",I have completed it.  But it is still showing in progress and there is no option for downloading the certificate.,1
1034,ChatGPT Prompt Engineering for Developers by DeepLearning.AI,José I G,"Oct 18, 2023","Its a bit basic, but overal very good.",4
1035,ChatGPT Prompt Engineering for Developers by DeepLearning.AI,Melik B B,"Jan 29, 2024","Great course to quickly grasp basics, 1 star due to misleading certification information on the main page",1
1036,ChatGPT Prompt Engineering for Developers by DeepLearning.AI,Brian S,"Jan 4, 2024",I've completed the project but it won't update to be completed!!!,1
1037,ChatGPT Prompt Engineering for Developers by DeepLearning.AI,Michael E W,"Nov 5, 2023",Clear and concise covering many of the basic tenets of prompt writing.,5
